machine_type,air_temperature,process_temperature,torque,rotational_speed,tool_wear,machine_failure
M,300.8,312.0,50.7,1422,219,0
L,300.7,311.9,50.2,1399,222,1
L,300.6,311.9,44.9,1425,224,0
L,300.6,311.8,44.8,1501,226,0
M,300.6,311.9,35.3,1629,0,0
L,300.6,312.0,42.2,1490,3,0
L,300.7,312.0,32.4,1550,5,0
L,300.8,312.0,46.5,1416,7,0
L,300.7,311.9,38.8,1485,9,0
L,300.7,311.8,36.8,1564,11,0
L,300.7,311.7,19.7,1910,13,0
L,300.7,311.7,46.1,1460,15,0
L,300.7,311.8,34.1,1603,17,0
L,300.7,311.8,47.3,1486,19,0
L,300.8,311.9,31.8,1560,21,0
L,300.8,311.9,39.3,1498,23,0
H,300.8,311.9,48.5,1431,25,0
L,300.8,311.9,45.1,1486,30,0
L,300.7,311.9,35.8,1486,32,0
L,300.7,311.8,38.1,1441,34,0
M,300.7,311.9,55.1,1366,36,0
L,300.6,311.8,41.4,1471,39,0
L,300.6,311.9,38.2,1463,41,0
L,300.6,311.9,41.3,1413,43,0
H,300.6,311.9,30.5,1604,45,0
L,300.7,312.0,51.1,1401,50,0
L,300.6,311.8,27.2,1652,52,0
L,300.5,311.9,45.7,1403,54,0
L,300.5,311.9,21.7,1887,56,0
L,300.4,311.8,47.9,1405,58,0
H,300.2,311.6,41.1,1496,60,0
L,300.1,311.5,43.4,1499,65,0
L,300.2,311.5,37.2,1549,67,0
L,300.3,311.6,44.9,1515,69,0
L,300.2,311.6,37.7,1540,71,0
H,300.2,311.5,44.3,1426,73,0
M,300.2,311.6,41.4,1465,78,0
M,300.3,311.6,54.1,1359,81,0
M,300.3,311.7,36.4,1551,84,0
L,300.5,311.8,34.8,1596,87,0
M,300.5,311.9,26.3,1670,89,0
L,300.4,311.9,21.3,1868,92,0
M,300.6,312.0,39.8,1490,94,0
M,300.5,311.9,35.2,1676,97,0
M,300.5,311.9,22.1,1875,100,0
M,300.5,312.0,23.0,1867,103,0
L,300.5,312.0,29.5,1646,106,0
H,300.5,312.0,43.2,1375,108,0
L,300.5,312.0,36.7,1558,113,0
L,300.4,312.0,34.9,1631,115,0
L,300.4,312.0,43.0,1366,117,0
L,300.3,311.8,48.0,1360,119,0
L,300.3,311.8,39.7,1547,121,0
L,300.3,311.7,31.2,1571,123,0
L,300.2,311.5,36.1,1528,125,0
H,300.2,311.5,43.6,1432,127,0
L,300.2,311.6,53.5,1356,132,0
H,300.1,311.5,46.2,1422,134,0
L,300.1,311.4,42.2,1438,139,0
L,300.2,311.4,44.4,1483,141,0
L,300.2,311.4,49.8,1331,143,0
L,300.2,311.4,37.5,1463,145,0
L,300.1,311.4,40.6,1446,147,0
L,300.1,311.4,45.7,1356,149,0
L,300.1,311.3,30.3,1676,151,0
L,300.1,311.4,23.0,1910,153,0
L,300.2,311.6,56.9,1375,155,0
M,300.2,311.6,40.8,1513,157,0
L,300.2,311.6,35.7,1511,160,0
H,300.2,311.6,28.8,1662,162,0
L,300.2,311.7,48.3,1493,167,0
M,300.2,311.7,37.4,1555,169,0
L,300.3,311.7,41.5,1452,172,0
L,300.2,311.6,39.0,1500,174,0
L,300.2,311.7,30.5,1603,176,0
L,300.3,311.7,27.8,1682,178,0
L,300.3,311.8,37.7,1567,180,0
L,300.3,311.8,46.0,1413,182,0
M,300.3,311.9,41.6,1429,184,0
L,300.3,311.9,31.5,1692,187,0
L,300.4,311.9,48.7,1476,189,0
M,300.4,312.0,30.4,1596,191,0
H,300.3,311.9,49.0,1390,194,0
M,300.3,311.8,33.7,1607,199,0
L,300.3,311.7,26.3,1821,202,0
H,300.3,311.8,18.5,2141,204,0
M,300.4,311.8,33.1,1553,209,1
M,300.4,311.8,45.1,1442,0,0
L,300.4,311.7,45.6,1459,3,0
H,300.4,311.8,13.5,2496,5,0
L,300.4,311.8,57.2,1367,10,0
L,300.3,311.8,19.6,2004,12,0
L,300.3,311.7,47.5,1406,14,0
L,300.3,311.8,33.0,1548,16,0
L,300.3,311.7,55.2,1333,18,0
L,300.2,311.6,26.4,1767,20,0
L,300.2,311.6,27.0,1827,22,0
M,300.2,311.6,46.4,1533,24,0
H,300.2,311.5,36.8,1515,27,0
L,300.2,311.4,41.0,1568,32,0
L,300.2,311.4,47.8,1452,34,0
L,300.2,311.4,37.9,1433,36,0
M,300.1,311.3,33.8,1650,38,0
L,300.1,311.4,31.3,1629,41,0
L,300.0,311.3,39.2,1520,43,0
H,300.0,311.2,43.1,1393,45,0
H,299.9,311.2,49.6,1364,50,0
M,299.9,311.3,50.0,1389,55,0
L,299.8,311.1,46.1,1466,58,0
L,299.7,311.1,32.4,1650,60,0
L,299.6,311.0,36.3,1554,62,0
M,299.6,310.9,39.7,1474,64,0
H,299.5,310.8,32.4,1600,67,0
L,299.5,310.8,54.9,1356,72,0
L,299.5,310.8,38.2,1571,74,0
L,299.6,310.9,28.0,1658,76,0
L,299.6,310.8,49.9,1393,78,0
M,299.7,311.0,49.8,1448,80,0
L,299.7,310.9,40.4,1477,83,0
M,299.7,311.0,42.7,1506,85,0
M,299.7,310.9,32.1,1685,88,0
L,299.6,310.9,31.8,1533,91,0
L,299.5,310.8,41.0,1447,93,0
M,299.5,310.7,39.5,1488,95,0
M,299.6,310.8,50.4,1427,98,0
M,299.5,310.7,41.3,1424,101,0
L,299.5,310.7,40.9,1472,104,0
L,299.5,310.7,45.7,1438,106,0
L,299.6,310.8,42.4,1507,108,0
L,299.6,310.7,52.1,1393,110,0
L,299.5,310.8,52.4,1283,112,0
L,299.6,310.8,30.9,1644,114,0
L,299.6,310.8,46.9,1498,116,0
L,299.6,310.8,40.8,1400,118,0
H,299.6,310.9,31.2,1679,120,0
M,299.7,311.1,30.3,1618,125,0
H,299.6,311.0,30.2,1714,128,0
L,299.6,311.0,35.0,1574,133,0
L,299.7,311.1,36.4,1574,135,0
L,299.6,310.9,40.9,1472,137,0
L,299.6,311.0,33.2,1552,139,0
L,299.7,311.1,31.4,1603,141,0
H,299.7,311.1,47.1,1353,143,0
L,299.7,311.1,30.6,1690,148,0
M,299.8,311.2,26.3,1745,150,0
L,299.9,311.3,45.7,1522,153,0
H,300.0,311.4,34.5,1641,155,0
L,299.9,311.4,28.9,1596,160,0
H,299.9,311.4,37.0,1497,162,0
L,299.9,311.3,52.3,1371,167,0
M,299.9,311.3,41.2,1445,169,0
L,299.8,311.2,40.0,1564,172,0
L,299.7,311.1,44.9,1439,174,0
L,299.7,311.2,52.1,1352,176,0
L,299.8,311.3,35.4,1560,178,0
M,299.7,311.2,42.3,1616,180,0
L,299.7,311.2,23.7,1835,183,0
M,299.7,311.1,32.7,1649,185,0
L,299.8,311.1,47.3,1452,188,0
L,299.8,311.1,17.7,2144,190,0
L,299.7,311.1,41.0,1554,192,0
L,299.7,311.0,25.4,1827,194,0
L,299.6,310.9,46.3,1448,196,0
M,299.6,310.9,38.8,1530,198,0
L,299.7,311.0,21.0,1983,201,0
M,299.7,310.9,37.2,1620,203,0
M,299.6,310.9,29.8,1630,206,0
L,299.6,310.9,65.2,1229,209,1
L,299.5,310.8,22.3,1873,211,0
L,299.4,310.7,45.7,1426,213,0
L,299.4,310.8,53.9,1376,215,1
L,299.4,310.8,33.6,1622,217,0
M,299.4,310.7,45.7,1492,219,0
M,299.3,310.7,48.9,1374,222,0
L,299.2,310.7,27.0,1737,225,1
L,299.3,310.8,42.4,1426,0,0
M,299.3,310.9,25.1,1826,2,0
L,299.3,310.9,32.4,1669,5,0
M,299.4,310.9,40.1,1473,7,0
L,299.4,310.9,27.8,1751,10,0
M,299.4,310.9,47.3,1446,12,0
L,299.3,310.8,43.5,1483,15,0
L,299.2,310.7,42.6,1535,17,0
L,299.2,310.7,44.0,1477,19,0
L,299.3,310.8,46.9,1391,21,0
H,299.2,310.7,29.4,1636,23,0
L,299.2,310.6,33.3,1675,28,0
H,299.2,310.5,48.9,1329,30,0
M,299.2,310.5,33.5,1548,35,0
L,299.2,310.5,45.8,1391,38,0
L,299.1,310.5,43.1,1437,40,0
L,299.2,310.6,61.9,1370,42,0
L,299.1,310.6,37.1,1577,44,0
L,299.1,310.5,37.8,1485,46,0
L,299.0,310.4,34.3,1504,48,0
M,298.9,310.3,35.2,1551,50,0
M,299.1,310.5,43.0,1428,53,0
L,299.0,310.5,27.9,1755,56,0
L,299.1,310.5,54.9,1329,58,0
L,299.1,310.5,35.2,1496,60,0
L,299.1,310.5,36.6,1532,62,0
L,299.1,310.5,61.4,1389,64,0
M,299.1,310.4,51.4,1524,66,0
M,299.1,310.4,49.3,1422,69,0
L,299.1,310.5,27.4,1739,72,0
L,299.1,310.5,26.9,1736,74,0
L,299.1,310.5,48.8,1419,76,0
L,299.1,310.6,49.7,1326,78,0
M,299.1,310.6,43.2,1449,80,0
L,299.2,310.6,39.7,1534,83,0
M,299.2,310.6,50.9,1443,85,0
L,299.2,310.6,41.1,1498,88,0
L,299.1,310.6,26.0,1796,90,0
L,299.1,310.4,45.3,1519,92,0
L,299.0,310.4,49.6,1339,94,0
L,299.0,310.4,41.5,1483,96,0
M,298.9,310.2,20.0,2099,98,0
M,299.0,310.3,29.7,1689,101,0
H,299.1,310.4,54.5,1369,104,0
L,299.0,310.4,38.8,1512,109,0
M,299.0,310.3,68.6,1303,111,1
L,299.0,310.3,39.9,1552,114,0
L,299.0,310.4,28.0,1713,116,0
L,298.9,310.3,44.1,1456,118,0
L,299.0,310.4,39.8,1524,120,0
M,299.0,310.4,45.2,1394,122,0
L,299.0,310.4,21.2,1981,125,0
L,299.0,310.4,36.1,1565,127,0
L,299.1,310.4,31.0,1657,129,0
M,299.0,310.4,37.1,1625,131,0
L,299.0,310.4,31.1,1606,134,0
H,299.0,310.5,56.8,1336,136,0
M,299.0,310.6,34.2,1587,141,0
L,299.1,310.6,39.7,1602,144,0
L,299.1,310.5,38.4,1471,146,0
H,299.1,310.6,48.0,1332,148,0
H,299.2,310.6,48.4,1434,153,0
L,299.1,310.6,23.9,1921,158,0
H,299.2,310.6,30.6,1704,160,0
M,299.1,310.6,49.5,1397,165,0
H,299.1,310.6,28.0,1791,168,0
L,299.1,310.6,24.1,1818,173,0
L,299.2,310.7,36.3,1540,175,0
M,299.2,310.8,39.8,1502,177,0
H,299.2,310.8,30.4,1761,180,0
M,299.1,310.8,38.4,1517,185,0
L,299.1,310.7,51.1,1309,188,0
L,298.9,310.6,52.6,1363,190,0
M,299.0,310.6,22.2,1787,192,0
L,298.9,310.5,29.2,1640,195,0
M,298.9,310.6,25.3,1720,197,0
L,298.8,310.5,52.8,1384,200,0
H,298.8,310.5,55.8,1294,202,0
L,298.8,310.5,46.4,1464,207,0
L,298.8,310.6,25.4,1803,209,0
L,298.8,310.6,39.1,1602,211,0
H,298.9,310.6,38.8,1519,213,0
M,298.9,310.7,33.6,1638,218,0
H,298.9,310.6,33.0,1615,221,0
L,298.8,310.6,33.3,1651,0,0
L,298.9,310.6,52.7,1387,2,0
M,298.8,310.5,32.8,1678,4,0
L,298.9,310.6,38.1,1585,7,0
M,298.8,310.6,33.8,1640,9,0
L,298.9,310.6,43.8,1406,12,0
M,298.9,310.6,35.8,1679,14,0
L,298.9,310.5,26.9,1717,17,0
H,298.9,310.5,39.9,1429,19,0
M,298.9,310.4,44.4,1533,24,0
M,298.9,310.5,38.5,1525,27,0
L,298.9,310.4,26.3,1739,30,0
L,298.9,310.3,39.0,1436,32,0
M,298.8,310.2,33.1,1595,34,0
H,298.7,310.1,45.6,1435,37,0
L,298.7,310.0,31.8,1637,42,0
L,298.7,310.1,37.6,1558,44,0
M,298.7,310.1,34.1,1644,46,0
L,298.7,310.1,31.1,1641,49,0
L,298.8,310.2,41.0,1504,51,0
M,298.7,310.1,50.7,1506,53,0
H,298.8,310.1,44.0,1380,56,0
M,298.7,310.1,42.5,1549,61,0
M,298.7,310.1,69.7,1402,64,1
L,298.7,310.1,45.3,1401,67,0
M,298.7,310.0,40.2,1459,69,0
L,298.7,309.9,39.7,1465,72,0
M,298.8,310.0,52.7,1295,74,0
M,298.8,310.0,38.5,1529,77,0
M,298.8,310.0,44.9,1484,80,0
L,298.8,309.9,30.6,1739,83,0
H,298.7,309.8,40.7,1422,85,0
L,298.8,309.8,40.0,1463,90,0
L,298.7,309.7,30.4,1667,92,0
H,298.7,309.7,39.3,1565,94,0
L,298.7,309.7,45.7,1393,99,0
M,298.8,309.7,47.7,1453,101,0
L,298.8,309.6,50.0,1442,104,0
L,298.7,309.6,44.9,1364,106,0
H,298.7,309.5,40.4,1453,108,0
M,298.7,309.5,46.0,1394,113,0
M,298.7,309.5,38.8,1500,116,0
H,298.6,309.5,34.2,1523,119,0
M,298.7,309.6,57.1,1254,124,0
L,298.6,309.5,52.2,1325,127,0
L,298.8,309.7,49.6,1424,129,0
L,298.8,309.7,39.0,1505,131,0
M,298.8,309.7,48.7,1392,133,0
L,298.8,309.7,44.0,1529,136,0
M,298.8,309.7,48.5,1477,138,0
M,298.8,309.7,47.3,1459,141,0
M,299.0,309.8,15.9,2240,144,0
L,298.9,309.7,48.8,1449,147,0
M,298.8,309.7,35.3,1589,149,0
L,298.8,309.7,28.5,1740,152,0
M,298.8,309.7,40.3,1499,154,0
M,298.8,309.7,38.1,1480,157,0
L,298.8,309.7,29.6,1751,160,0
L,298.7,309.7,40.6,1510,162,0
H,298.8,309.8,48.2,1437,164,0
L,298.8,309.7,40.4,1609,169,0
H,298.8,309.8,35.9,1490,171,0
L,298.7,309.7,35.7,1601,176,0
L,298.7,309.6,31.1,1665,178,0
M,298.7,309.6,42.7,1452,180,0
M,298.7,309.5,33.6,1487,183,0
M,298.7,309.6,48.1,1382,186,0
M,298.7,309.6,26.2,1686,189,0
L,298.6,309.6,36.9,1491,192,0
L,298.7,309.6,55.6,1442,194,0
L,298.6,309.6,50.3,1390,196,0
L,298.7,309.6,46.7,1502,198,0
M,298.6,309.6,59.4,1344,200,0
L,298.5,309.5,46.3,1385,203,1
L,298.7,309.7,37.4,1547,0,0
M,298.6,309.6,42.4,1525,2,0
L,298.6,309.6,35.8,1540,5,0
L,298.6,309.5,44.3,1450,7,0
L,298.6,309.6,62.5,1353,9,0
L,298.8,309.7,45.0,1582,11,0
L,298.9,309.8,49.0,1396,13,0
M,298.8,309.8,36.6,1551,15,0
M,298.9,309.8,22.8,1836,18,0
L,298.9,309.8,49.9,1390,21,0
L,298.9,309.8,42.1,1534,23,0
L,298.8,309.7,20.6,1953,25,0
L,298.8,309.8,33.6,1634,27,0
L,298.7,309.7,21.7,1881,29,0
M,298.8,309.7,44.8,1448,31,0
M,298.7,309.7,50.5,1362,34,0
L,298.8,309.7,63.4,1225,37,0
M,298.8,309.6,48.2,1384,39,0
L,298.8,309.8,49.3,1334,42,0
L,298.8,309.7,50.3,1336,44,0
M,298.8,309.9,61.6,1331,46,0
L,298.8,309.9,31.9,1629,49,0
L,298.9,310.0,25.7,1776,51,0
H,298.8,310.0,38.3,1530,53,0
L,298.9,310.0,27.3,1719,58,0
M,298.8,309.9,35.2,1495,60,0
L,298.8,309.7,43.1,1450,63,0
H,298.8,309.8,38.8,1563,65,0
M,298.9,309.9,37.1,1501,70,0
L,298.8,309.9,47.2,1351,73,0
L,298.9,309.9,46.5,1365,75,0
L,298.8,309.9,39.7,1525,77,0
M,298.8,309.8,61.9,1288,79,0
L,298.6,309.6,42.7,1423,82,0
M,298.5,309.6,39.4,1502,84,0
L,298.5,309.5,43.5,1428,87,0
M,298.6,309.5,38.1,1566,89,0
M,298.5,309.5,44.8,1483,92,0
H,298.6,309.6,33.3,1593,95,0
L,298.5,309.6,26.4,1724,100,0
L,298.5,309.7,12.1,2617,102,1
L,298.6,309.7,59.4,1294,104,0
L,298.6,309.6,40.7,1533,106,0
H,298.5,309.4,31.8,1671,108,0
L,298.5,309.5,52.4,1370,113,0
L,298.5,309.6,45.1,1462,115,0
L,298.4,309.5,36.6,1545,117,0
M,298.4,309.5,41.7,1484,119,0
M,298.4,309.5,45.3,1344,122,0
L,298.4,309.5,50.1,1357,125,0
M,298.5,309.6,33.0,1572,127,0
L,298.5,309.6,26.9,1861,130,0
L,298.5,309.5,44.5,1548,132,0
L,298.6,309.8,37.7,1496,134,0
M,298.6,309.7,49.7,1314,136,0
M,298.6,309.7,49.7,1422,139,0
L,298.6,309.8,20.1,1842,142,0
M,298.7,309.9,53.0,1434,144,0
M,298.8,310.1,31.3,1585,147,0
H,298.8,310.1,30.7,1704,150,0
L,298.9,310.2,23.2,1971,155,0
L,299.0,310.3,39.9,1431,157,0
L,298.9,310.4,37.7,1546,159,0
L,298.9,310.3,36.3,1496,161,0
H,298.9,310.3,63.0,1243,163,0
L,299.0,310.4,46.2,1452,168,0
L,299.1,310.6,44.7,1380,170,0
L,299.2,310.6,38.4,1567,172,0
L,299.1,310.5,35.9,1628,174,0
L,299.1,310.4,46.1,1505,176,0
M,299.0,310.3,28.0,1827,178,0
L,299.0,310.3,40.0,1577,181,0
L,298.9,310.2,57.2,1304,183,0
H,298.9,310.1,54.6,1324,185,0
L,298.8,310.0,39.9,1537,190,0
M,298.8,310.1,48.7,1501,192,0
M,298.7,309.9,29.1,1654,195,0
M,298.7,310.0,38.1,1519,198,0
L,298.7,309.9,51.3,1371,201,0
L,298.7,309.8,65.9,1181,203,1
L,298.6,309.8,42.8,1469,205,0
L,298.6,309.8,34.6,1637,207,0
L,298.6,309.8,56.0,1370,0,0
L,298.6,309.9,30.6,1630,2,0
L,298.6,310.0,39.0,1517,4,0
M,298.6,309.9,32.3,1668,6,0
M,298.6,309.9,24.9,1818,9,0
M,298.6,310.0,36.9,1541,12,0
L,298.5,309.9,42.1,1482,15,0
L,298.6,310.1,49.9,1439,17,0
L,298.5,310.0,41.2,1492,19,0
L,298.4,309.9,27.8,1725,21,0
L,298.4,310.0,44.2,1559,23,0
L,298.5,310.0,42.5,1435,25,0
M,298.6,310.0,37.5,1512,27,0
L,298.6,309.9,37.1,1564,30,0
L,298.6,310.0,40.3,1522,32,0
L,298.6,309.9,59.5,1356,34,0
L,298.6,309.9,38.6,1556,36,0
L,298.6,309.9,45.5,1393,38,0
L,298.7,309.9,26.8,1753,40,0
L,298.7,309.9,29.5,1651,42,0
L,298.7,309.9,54.7,1372,44,0
L,298.7,309.9,43.3,1446,46,0
M,298.7,309.8,44.7,1501,48,0
M,298.7,309.9,45.1,1411,51,0
H,298.6,309.7,27.5,1672,54,0
M,298.7,309.8,40.5,1475,59,0
L,298.7,309.8,38.4,1469,62,0
L,298.6,309.8,28.3,1704,64,0
H,298.6,309.7,39.1,1463,66,0
M,298.6,309.7,64.1,1280,71,0
L,298.7,309.9,38.0,1464,74,0
L,298.6,309.8,46.4,1332,76,0
L,298.5,309.7,37.8,1634,78,0
M,298.6,309.8,43.1,1430,80,0
M,298.5,309.7,44.6,1523,83,0
M,298.5,309.7,37.7,1557,86,0
L,298.5,309.6,32.2,1585,89,0
H,298.5,309.6,33.5,1579,91,0
M,298.5,309.7,60.8,1354,96,0
L,298.6,309.7,33.4,1627,99,0
L,298.4,309.6,35.6,1477,101,0
M,298.3,309.4,29.0,1595,103,0
L,298.4,309.5,38.1,1520,106,0
L,298.3,309.4,31.5,1618,108,0
L,298.4,309.5,50.3,1397,110,0
L,298.4,309.5,47.9,1450,112,0
M,298.5,309.5,40.2,1501,114,0
L,298.4,309.4,50.1,1392,117,0
L,298.4,309.4,43.2,1385,119,0
L,298.4,309.4,46.3,1461,121,0
M,298.5,309.6,58.7,1364,123,0
L,298.5,309.5,38.6,1579,126,0
M,298.4,309.5,38.8,1514,128,0
M,298.3,309.5,36.9,1560,131,0
L,298.3,309.5,36.7,1542,134,0
L,298.3,309.4,27.1,1668,136,0
M,298.3,309.4,22.6,1816,138,0
M,298.3,309.4,34.2,1509,141,0
L,298.4,309.6,37.8,1479,144,0
L,298.4,309.6,30.2,1655,146,0
L,298.3,309.5,30.3,1711,148,0
L,298.4,309.7,34.6,1581,150,0
H,298.6,309.8,55.9,1279,152,0
L,298.5,309.8,40.9,1468,157,0
L,298.4,309.7,41.3,1419,159,0
L,298.4,309.7,38.6,1530,161,0
L,298.4,309.6,27.3,1710,163,1
L,298.4,309.7,39.8,1518,165,0
M,298.4,309.7,33.3,1679,167,0
M,298.4,309.7,22.5,1870,170,0
L,298.3,309.7,44.3,1484,173,0
L,298.4,309.7,44.2,1457,175,0
H,298.3,309.6,36.2,1546,177,0
M,298.2,309.5,36.5,1478,182,0
L,298.2,309.4,47.1,1447,185,0
L,298.2,309.4,45.4,1443,187,0
L,298.3,309.6,30.9,1527,189,0
M,298.3,309.6,54.8,1469,191,0
M,298.3,309.6,27.1,1681,194,0
L,298.3,309.6,44.1,1420,197,0
M,298.3,309.5,49.9,1543,199,0
L,298.4,309.5,50.4,1376,202,0
H,298.3,309.4,29.8,1631,0,0
H,298.3,309.3,41.7,1529,5,0
L,298.3,309.4,46.2,1468,10,0
L,298.3,309.4,52.3,1378,12,0
L,298.3,309.3,51.9,1401,14,0
L,298.4,309.3,37.4,1531,16,0
L,298.4,309.3,35.8,1512,18,0
M,298.5,309.4,47.4,1522,20,0
M,298.5,309.3,31.8,1615,23,0
L,298.6,309.3,46.5,1449,26,0
L,298.6,309.4,55.5,1315,28,0
M,298.6,309.4,41.1,1465,30,0
M,298.6,309.5,43.3,1404,33,0
L,298.6,309.5,44.8,1547,36,0
M,298.6,309.5,45.4,1426,38,0
L,298.6,309.5,30.2,1730,41,0
L,298.5,309.4,37.7,1548,43,0
L,298.5,309.4,40.2,1517,45,0
L,298.6,309.5,29.3,1687,47,0
L,298.5,309.5,25.2,1738,49,0
H,298.4,309.4,35.3,1512,51,0
M,298.5,309.4,48.7,1365,56,0
H,298.5,309.4,21.0,2011,59,0
L,298.4,309.3,27.6,1806,64,0
L,298.4,309.3,28.4,1716,66,0
M,298.4,309.4,24.3,1666,68,0
L,298.5,309.4,36.3,1578,71,0
L,298.3,309.3,37.2,1558,73,0
L,298.3,309.2,45.5,1456,75,0
M,298.2,309.1,49.0,1457,77,0
L,298.2,309.1,44.5,1467,80,0
M,298.1,309.0,38.2,1661,82,0
L,298.1,309.0,33.9,1592,85,0
L,298.2,309.0,37.2,1596,87,0
L,298.2,309.0,40.6,1489,89,0
L,298.3,309.0,48.3,1471,91,0
M,298.3,309.0,41.3,1505,93,0
L,298.3,309.0,40.0,1519,96,0
L,298.3,309.0,45.4,1408,98,0
L,298.2,308.9,44.4,1332,100,0
L,298.1,308.9,52.4,1351,102,0
L,298.0,308.9,36.7,1500,104,0
M,298.0,308.7,30.7,1614,106,0
L,298.0,308.8,36.5,1489,109,0
M,297.9,308.7,26.6,1751,111,0
L,298.0,308.7,45.8,1511,114,0
L,297.9,308.6,29.6,1691,116,0
L,297.9,308.6,27.5,1757,118,0
H,297.9,308.7,35.9,1545,120,0
L,297.9,308.6,15.7,2262,125,0
M,297.7,308.5,35.2,1559,127,0
L,297.6,308.4,32.4,1626,130,0
L,297.6,308.3,53.9,1424,132,0
M,297.6,308.3,29.1,1648,134,0
L,297.6,308.3,39.5,1523,137,0
L,297.6,308.3,43.2,1502,139,0
L,297.5,308.2,40.7,1489,141,0
M,297.4,308.1,31.2,1620,143,0
L,297.5,308.1,30.6,1631,146,0
M,297.5,308.0,45.8,1429,148,0
M,297.5,308.1,72.0,1334,151,1
L,297.4,308.0,38.0,1423,154,0
L,297.4,307.9,47.7,1390,156,0
M,297.4,307.9,48.5,1338,158,0
H,297.3,307.9,37.5,1461,161,0
M,297.4,307.9,34.3,1627,166,0
L,297.3,307.8,44.4,1385,169,0
M,297.3,307.8,48.0,1538,171,0
L,297.4,307.9,35.5,1557,174,0
L,297.4,307.9,33.4,1606,176,0
M,297.5,308.0,44.5,1430,178,0
M,297.4,308.0,34.6,1601,181,0
L,297.4,308.0,51.9,1356,184,0
M,297.5,308.2,30.9,1624,186,0
L,297.5,308.2,56.5,1327,189,0
L,297.6,308.3,47.0,1410,191,0
L,297.6,308.3,42.3,1478,193,0
L,297.6,308.4,40.3,1460,195,0
L,297.5,308.3,40.3,1435,197,0
H,297.4,308.2,46.9,1359,199,0
L,297.4,308.1,31.7,1729,204,0
H,297.3,308.0,49.1,1384,206,0
L,297.4,308.2,52.1,1297,211,0
L,297.5,308.4,33.3,1633,213,0
M,297.5,308.4,37.2,1505,215,0
L,297.5,308.4,50.0,1433,218,0
L,297.4,308.4,50.6,1369,220,1
L,297.4,308.3,40.5,1475,222,1
L,297.4,308.3,38.3,1561,0,0
L,297.4,308.3,45.5,1472,2,0
L,297.5,308.4,44.5,1441,4,0
M,297.5,308.5,50.5,1401,6,0
L,297.5,308.5,33.1,1691,9,0
L,297.6,308.6,47.1,1382,11,0
L,297.6,308.6,46.4,1355,13,0
L,297.6,308.6,45.3,1529,15,0
L,297.7,308.7,24.9,1829,17,0
H,297.6,308.6,39.8,1480,19,0
L,297.6,308.5,42.4,1475,24,0
M,297.6,308.5,52.6,1431,26,0
L,297.5,308.3,42.3,1437,29,0
M,297.5,308.3,45.6,1476,31,0
H,297.5,308.4,39.7,1490,34,0
L,297.4,308.3,33.5,1632,39,0
L,297.4,308.2,49.7,1402,41,0
L,297.4,308.3,45.8,1347,43,0
L,297.5,308.4,31.0,1747,45,0
H,297.5,308.5,39.1,1557,47,0
L,297.4,308.4,57.4,1371,52,0
H,297.3,308.3,37.0,1506,54,0
L,297.3,308.3,35.5,1590,59,0
L,297.4,308.3,53.7,1336,61,0
L,297.3,308.3,43.2,1411,63,0
L,297.4,308.3,27.3,1704,65,0
L,297.5,308.4,27.3,1723,67,0
L,297.5,308.5,39.7,1459,69,0
L,297.6,308.5,35.9,1572,71,0
L,297.5,308.4,56.0,1384,73,0
L,297.6,308.6,47.5,1383,75,0
M,297.6,308.5,48.6,1360,77,0
M,297.5,308.4,36.6,1596,80,0
L,297.5,308.5,54.3,1448,83,0
M,297.6,308.5,38.2,1443,85,0
M,297.6,308.6,35.5,1492,88,0
L,297.5,308.6,43.9,1497,91,0
L,297.5,308.5,38.5,1530,93,0
M,297.4,308.4,46.2,1478,95,0
L,297.4,308.4,61.8,1328,98,0
H,297.4,308.3,27.4,1771,100,0
M,297.4,308.4,35.0,1564,105,0
H,297.3,308.3,41.5,1461,108,0
M,297.4,308.3,57.9,1335,113,0
M,297.4,308.4,46.8,1441,116,0
L,297.3,308.3,60.6,1268,119,0
M,297.3,308.3,27.4,1697,121,0
L,297.4,308.4,46.0,1421,124,0
L,297.4,308.5,36.4,1496,126,0
L,297.5,308.5,55.6,1375,128,0
L,297.4,308.5,52.1,1295,130,0
L,297.4,308.5,33.8,1643,132,0
L,297.5,308.6,36.9,1514,134,0
L,297.5,308.6,29.4,1671,136,0
H,297.5,308.6,58.9,1355,138,0
L,297.6,308.7,50.6,1365,143,0
L,297.5,308.7,42.5,1407,145,0
M,297.5,308.8,46.1,1455,147,0
L,297.5,308.8,45.9,1502,150,0
M,297.5,308.8,52.3,1471,152,0
L,297.5,308.9,30.4,1581,155,0
L,297.5,308.8,37.8,1530,157,0
L,297.5,308.8,50.3,1312,159,0
L,297.4,308.6,42.6,1494,161,0
M,297.4,308.6,29.1,1528,163,0
H,297.3,308.6,29.4,1688,166,0
M,297.3,308.5,42.4,1520,171,0
M,297.3,308.5,28.9,1664,174,0
L,297.3,308.5,44.5,1514,177,0
L,297.3,308.5,54.2,1456,179,0
L,297.2,308.5,39.6,1494,181,0
L,297.2,308.4,30.0,1605,183,0
M,297.2,308.5,46.5,1353,185,0
L,297.2,308.5,47.9,1447,188,0
L,297.2,308.5,40.4,1588,190,0
H,297.2,308.5,41.4,1524,192,0
M,297.2,308.5,31.6,1611,197,0
M,297.2,308.5,34.9,1604,200,0
L,297.1,308.5,46.9,1483,203,0
